# Program:featureCounts v2.1.1; Command:"featureCounts" "-p" "-t" "exon" "-g" "gene_id" "-a" "/home/ellal/genome_analysis/analyses/05_annotation/braker/braker_cleaned.gtf" "-o" "/home/ellal/genome_analysis/analyses/06_expression/read_counts.txt" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam" "/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Control_1.sorted.bam	/home/ellal/genome_analysis/analyses/05_annotation/hisat2_mapped_data/Treated_1.sorted.bam
g1988	tig00000049_pilon;tig00000049_pilon	43632;44138	44048;44167	-;-	447	21	109
g1989	tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon	47868;48487;48832;49574;51521;52479;52900;53196;53361;53736;54063	48137;48708;49143;51353;51792;52705;52966;53230;53588;53829;54278	-;-;-;-;-;-;-;-;-;-;-	3723	109	158
g1990	tig00000049_pilon	57296	57673	+	378	0	0
g1991	tig00000049_pilon	60915	61304	-	390	0	7
g1992	tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon;tig00000049_pilon	61102;61258;61579;62644;62865;63124;63775;65819;67137;67512;67737;68007;68242;68466;68978;69187	61209;61367;61915;62721;62964;63260;63900;66101;67218;67557;67845;68098;68304;68584;69053;69243	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1923	1401	1103
g1993	tig00000050_pilon;tig00000050_pilon	1;2245	1987;2313	-;-	2056	818	1189
g1994	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	5428;5428;5711;5711;6500;6500;6834;6868;7021;7242	5502;5502;6284;6284;6733;6733;6940;6944;7162;7447	+;+;+;+;+;+;+;+;+;+	1342	594	1598
g1995	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	7517;7859;8655;8891	7646;8357;8780;9569	+;+;+;+	1434	467	1203
g1996	tig00000050_pilon	14805	15983	-	1179	17	17
g1997	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	33349;33575;34233;34656;35367	33503;34116;34358;35154;35496	-;-;-;-;-	1452	629	1506
g1998	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	35566;35851;36069;36316;36695;36875	35771;35992;36145;36513;36775;37388	-;-;-;-;-;-	1218	592	1644
g1999	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	41388;41668;41861;42147	41427;41728;41877;42244	-;-;-;-	216	13	6
g2000	tig00000050_pilon;tig00000050_pilon	44506;44790	44724;44909	-;-	339	8	16
g2001	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	44977;45749;46339	45157;46047;46512	+;+;+	654	2404	2119
g2002	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	51403;51741;51921;52232;52571;53507;53782;53945;54132;54323;54504;54798	51571;51833;52064;52457;53397;53654;53853;54016;54203;54400;54679;54931	+;+;+;+;+;+;+;+;+;+;+;+	2211	83	95
g2003	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	55010;55294;55845	55090;55391;55926	+;+;+	261	2	21
g2004	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	64671;64776;64796;64900;65187;65187;65721;65721	64720;64850;65042;65042;65569;65569;66059;66059	-;-;-;-;-;-;-;-	1039	15613	8127
g2005	tig00000050_pilon	66832	67185	+	354	42	99
g2006	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	68150;69617;69818;70119;70382	69068;69632;69919;70141;70551	-;-;-;-;-	1230	30954	2322
g2007	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	76302;76579;76872	76463;76622;76890	+;+;+	225	232	112
g2008	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	76936;77324;77819;78014;78221	77235;77706;77969;78068;78273	+;+;+;+;+	942	43180	3626
g2009	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	81680;81838;82536;82839;83354	81702;82032;82705;83218;83467	-;-;-;-;-	882	8240	15438
g2010	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	83492;84103;84389	83535;84128;84534	-;-;-	216	85	785
g2011	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	85710;86046;86503;86992;87351;87631;88076;88461;88696;89101;89324	85826;86114;86561;87078;87453;87695;88147;88483;88785;89175;89412	-;-;-;-;-;-;-;-;-;-;-	849	4288	2540
g2012	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	89667;90054;95418;96019;96469;96701;97048	89968;90335;95679;96130;96536;96775;97107	+;+;+;+;+;+;+	1161	5992	9081
g2013	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	98518;98627;98677;99145;99145	98537;99036;99036;99337;99337	+;+;+;+;+	623	11	121
g2014	tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon;tig00000050_pilon	100564;101320;102074;102473;103025;103193	101109;101815;102147;102609;103133;103312	-;-;-;-;-;-	1482	709	1249
g2015	tig00000051_pilon	9418	9720	-	303	0	0
g2016	tig00000051_pilon;tig00000051_pilon;tig00000051_pilon	9967;10334;14800	10272;11243;14882	-;-;-	1299	0	0
g2017	tig00000051_pilon	20383	20793	-	411	79	84
g2018	tig00000051_pilon;tig00000051_pilon	20941;21524	21079;21636	+;+	252	157	380
g2019	tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon	22620;23194;23495;24219;24449	22928;23382;23770;24275;24460	+;+;+;+;+	843	1419	2266
g2020	tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon	25885;26125;26359;26522;26864;27145;27419;27621;27951;28178	26027;26249;26405;26599;26988;27277;27488;27721;28055;28366	+;+;+;+;+;+;+;+;+;+	1116	1896	889
g2021	tig00000051_pilon	28656	29042	-	387	166	266
g2022	tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon	40064;40064;40315;40315;40665;41987;41987;42039;42333;42333;42333;42896;42896;42923;43314;43314;43314;43569;43569;43569;44663;44663;44663;45221;45221;45221	40212;40212;40395;40395;40679;42131;42131;42131;42635;42635;42635;43102;43102;43102;43418;43418;43418;44262;44262;44262;44946;44946;44946;45358;45358;45358	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2121	2287	1088
g2023	tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon	46709;46849;47188;47421;47661;48254;48515;48593;48850;49135	46756;46927;47254;47520;47785;48375;48532;48715;48920;49218	-;-;-;-;-;-;-;-;-;-	837	1354	895
g2024	tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon;tig00000051_pilon	52043;52043;52285;52285;52673;52673;52922;52922;53358;53358;54175;54201;54397;54906;54906;55313;55313;55453;55453	52087;52087;52395;52395;52756;52756;53022;53022;53984;53857;54208;54208;54545;54971;54971;55370;55370;55477;55477	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1300	1489	1026
g2025	tig00000051_pilon;tig00000051_pilon	55519;55980	55936;56659	+;+	1098	62	88
g2026	tig00000051_pilon;tig00000051_pilon;tig00000051_pilon	67742;68709;68936	68019;68774;69203	-;-;-	612	3648	3457
g2027	tig00000051_pilon	69365	69856	-	492	523	448
g2028	tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon	5344;6023;6333;6832;7263;7902;8252;8667;9028;9607;9861	5722;6215;6483;6988;7552;7961;8534;8797;9362;9627;9906	+;+;+;+;+;+;+;+;+;+;+	2046	960	2197
g2029	tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon	10338;11131;11993;12267;12487	10431;11523;12061;12373;12669	+;+;+;+;+	846	2313	4696
g2030	tig00000052_pilon;tig00000052_pilon;tig00000052_pilon	15515;15854;16196	15664;15943;16417	+;+;+	462	5	223
g2031	tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon	17284;17560;17774;18069;18241;18481;18864;19474	17331;17625;17827;18140;18336;18558;18943;20230	-;-;-;-;-;-;-;-	1251	0	71
g2032	tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon	20747;20960;21163;21311;21613;21848;22317	20782;21055;21204;21481;21699;21879;22452	+;+;+;+;+;+;+	600	576	1128
g2033	tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon	24890;25096;25742;25903	24910;25643;25804;25906	+;+;+;+	636	2	2
g2034	tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon	25936;26138;26347;26539;26729;28002;28440;29264;29952;30255;30961;31348;31860;32547;33030	25989;26197;26396;26599;27817;28232;28553;29650;30057;30699;31222;31627;32369;32631;33702	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4407	1507	1239
g2035	tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon;tig00000052_pilon	44000;44659;44890;45220;45561;45832;46132;46736;47491	44452;44728;44938;45330;45713;45913;46284;47316;47548	-;-;-;-;-;-;-;-;-	1710	454	165
g2036	tig00000052_pilon;tig00000052_pilon	47989;48180	48111;48506	+;+	450	19	8
g2037	tig00000052_pilon	48802	49140	+	339	0	0
g2038	tig00000053_pilon;tig00000053_pilon	4684;4862	4738;5229	-;-	423	1	2
g2039	tig00000053_pilon;tig00000053_pilon	10569;10854	10730;10934	-;-	243	0	0
g2040	tig00000053_pilon;tig00000053_pilon	24827;25926	25018;26057	-;-	324	0	0
g2041	tig00000053_pilon;tig00000053_pilon;tig00000053_pilon;tig00000053_pilon;tig00000053_pilon	63018;63766;64622;64884;65859	63062;63896;64710;64984;65981	+;+;+;+;+	489	170	276
g2042	tig00000053_pilon;tig00000053_pilon;tig00000053_pilon	79795;80204;82002	79950;80287;82130	-;-;-	369	0	0
g2043	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	11687;12248;12904;13222;13657;14187;14610;15184;15614	12042;12782;13100;13542;13897;14455;14894;15465;15695	-;-;-;-;-;-;-;-;-	2568	669	160
g2044	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	17809;18194;18525;18803;19155;19878;20576;20895;21189;21341	17868;18278;18602;18950;19314;20173;20674;20935;21198;21374	-;-;-;-;-;-;-;-;-;-	1011	882	732
g2045	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	21916;22599;23376	22552;23284;24032	+;+;+	1980	395	398
g2046	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	28359;28475;28833;29429;30027;30407;30914;31127;31582;31948;32326;32555;32825;33277;33603;33883;34319;34661;35047;35211;35578;35910;36257;36423;36650	28431;28725;28970;29812;30284;30699;30980;31397;31781;32157;32439;32662;32989;33462;33758;34185;34507;34847;35096;35432;35775;36108;36312;36519;37023	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4749	227	348
g2047	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	38617;38898;39161;39367;39641;39850	38694;38941;39242;39437;39711;40055	-;-;-;-;-;-	552	811	276
g2048	tig00000054_pilon;tig00000054_pilon	40095;41360	40109;41407	-;-	63	116	41
g2049	tig00000054_pilon;tig00000054_pilon	41561;41850	41722;42065	+;+	378	592	401
g2050	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	43302;43307;43679;44284;44284;45706;45706;46419;46740;47152;47539;47930	43809;43347;43809;45290;45290;46032;46047;46638;46767;47258;47548;48086	-;-;-;-;-;-;-;-;-;-;-;-	2379	945	907
g2051	tig00000054_pilon;tig00000054_pilon	48280;50921	50859;51334	-;-	2994	677	539
g2052	tig00000054_pilon	51531	51992	-	462	0	0
g2053	tig00000054_pilon;tig00000054_pilon	52105;53489	52453;53769	+;+	630	0	0
g2054	tig00000054_pilon	57505	57711	-	207	1	0
g2055	tig00000054_pilon	57895	58158	+	264	0	0
g2056	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	61543;61838;62198;62658;63091;63325;63627;64146;64344;64664;64959;65263;65683	61777;61896;62305;62918;63168;63405;63680;64230;64432;64750;65073;65460;65984	-;-;-;-;-;-;-;-;-;-;-;-;-	1752	1057	3719
g2057	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	66067;66457;66678	66337;66590;66830	-;-;-	558	98	414
g2058	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	66873;67244;67406	67137;67335;67435	-;-;-	387	111	178
g2059	tig00000054_pilon	70363	70986	-	624	1	270
g2060	tig00000054_pilon	71251	71532	+	282	0	4
g2061	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	71624;72139;72525;72844;73028;73161;73363;73913;74190;74427;74677;75289;75698;75836	71916;72336;72639;72913;73104;73249;73447;73966;74270;74504;74937;75396;75756;76049	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1782	12	30
g2062	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	76108;76108;76318;76649;76649;77295;77295	76254;76264;76352;77251;77251;77516;77516	+;+;+;+;+;+;+	1017	313	693
g2063	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	85713;85713;85938;85938;86575;86575;86801;86801;87075;87075;87427;87427;88678;88678	85844;85844;86087;86087;86644;86644;86867;86876;87147;87147;87503;87503;88870;88870	-;-;-;-;-;-;-;-;-;-;-;-;-;-	771	2097	3078
g2064	tig00000054_pilon;tig00000054_pilon;tig00000054_pilon	89302;89992;90649	89401;90436;90664	-;-;-	561	377	679
g2065	tig00000055_pilon;tig00000055_pilon;tig00000055_pilon	7554;8070;8471	7859;8137;8561	-;-;-	465	88	79
g2066	tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon	8889;9182;9386;9591	9085;9254;9452;9796	-;-;-;-	543	14	50
g2067	tig00000055_pilon;tig00000055_pilon	10014;10519	10455;10523	-;-	447	3	1
g2068	tig00000055_pilon	29048	30115	+	1068	0	0
g2069	tig00000055_pilon	30201	30566	+	366	0	0
g2070	tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon	32879;33239;34152;34694;35208;35343	33068;34018;34247;35037;35285;35450	-;-;-;-;-;-	1596	1178	2632
g2071	tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon;tig00000055_pilon	74120;74389;74393;74813;74813;75166;75166;75582;75582;75882;75882;76025;76331;76557	74240;74554;74554;74934;74934;75198;75198;75663;75663;75922;75939;76031;76472;76603	-;-;-;-;-;-;-;-;-;-;-;-;-;-	778	1051	705
g2072	tig00000055_pilon;tig00000055_pilon	76914;77996	76953;78954	+;+	999	228	78
g2073	tig00000056_pilon	2879	3289	-	411	0	0
g2074	tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon	3369;3671;4015;4624;6925	3412;3825;4088;6183;7122	+;+;+;+;+	2031	4	2
g2075	tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon	12773;13053;13288;13594;13904;14245;14399;14510;15131;15131	12877;13167;13452;13619;13980;14278;14609;14609;15366;15366	-;-;-;-;-;-;-;-;-;-	969	1189	1922
g2076	tig00000056_pilon;tig00000056_pilon	20762;21644	21542;22002	-;-	1140	310	853
g2077	tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon	22078;23708;24052;24416;24816	22330;23822;24160;24685;24989	+;+;+;+;+	921	2316	5661
g2078	tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon	28237;28437;28728;29021;29358;29584;29870;30191;30651;30831;32000;32207;32516;33169;35547;35875;36429;36617	28318;28508;28897;29099;29435;29631;29967;30304;30786;31223;32078;32262;32546;33724;35674;35971;36538;36794	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2505	744	1706
g2079	tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon	38927;39342;39765;40216;40911;41579;41875;42322;42786;43358;43821;44757;45352;45579	39191;39571;40080;40509;41290;41730;42110;42655;42882;43478;44210;44972;45496;45639	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3237	2744	7579
g2080	tig00000056_pilon	45707	46615	-	909	42	115
g2081	tig00000056_pilon;tig00000056_pilon	49695;50032	49934;50103	+;+	312	0	4
g2082	tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon	54531;54742;55021;55336;56454;56648;56748;57049	54548;54978;55241;56080;56497;56669;56781;57065	+;+;+;+;+;+;+;+	1338	36	1419
g2083	tig00000056_pilon;tig00000056_pilon	57118;57339	57162;57614	+;+	321	9	550
g2084	tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon	57874;57874;58211;58215;58215;59914;59914;59914;60216;60216;60216;60709;60709;60718;61019;61019;61019;61381;61381;61381;61870;61870;61870;62440;62440;62440;63263;63263;63263	57967;57967;59653;59653;59653;60036;60036;60027;60341;60341;60341;60825;60825;60825;61108;61108;61108;61581;61581;61581;62091;62091;62091;62844;62844;62844;63571;63571;63571	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3130	1416	2119
g2085	tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon	63873;63884;64228;64461;64513;64751;64751	63907;63907;64312;64642;64642;64939;64939	-;-;-;-;-;-;-	491	73	134
g2086	tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon;tig00000056_pilon	67955;69254;70259;70677;70949;72023;72027;72599;72599;72933;72933;73714;74045;74580	68431;69886;70581;70784;71115;72487;72487;72743;72743;73578;73645;73919;74456;75337	-;-;-;-;-;-;-;-;-;-;-;-;-;-	4407	2131	3597
g2087	tig00000057_pilon;tig00000057_pilon;tig00000057_pilon;tig00000057_pilon	1788;2322;2602;2916	2012;2447;2866;3352	-;-;-;-	1053	0	3
g2088	tig00000057_pilon;tig00000057_pilon;tig00000057_pilon;tig00000057_pilon;tig00000057_pilon;tig00000057_pilon	3495;4028;4146;5051;5632;6534	3706;4062;4973;5388;6447;6965	-;-;-;-;-;-	2661	1	9
g2089	tig00000057_pilon;tig00000057_pilon	8248;8965	8362;9266	+;+	417	0	0
g2090	tig00000057_pilon;tig00000057_pilon;tig00000057_pilon	11877;13221;13582	12026;13317;13940	+;+;+	606	0	0
g2091	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	358;657;1260	565;1024;1427	-;-;-	744	17	21
g2092	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	2779;2779;2944;2944;3347;3347;3495;3495;3919;3979;4185;4185;5798;5798;8652;8652;8890;8890;9181;9181;9878;9878;10279;10279;11096;11096	2882;2882;3304;3304;3356;3356;3608;3608;4110;4110;5656;5656;6220;6220;8694;8694;9019;9019;9816;9816;10089;10089;10884;10884;11484;11484	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4692	1989	2682
g2093	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	11486;12632;13120;13941;13941	11521;12791;13451;14189;14189	-;-;-;-;-	777	2152	2232
g2094	tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon;tig00000058_pilon	14224;14709;14991;15573;15780;16075;16352;16720;17074;17443;17922;18151;18411;19110;19522;20094;20358;20911;21369;21789;22095;22509;22958;23338;23982;24141;24672;25116;25519;25816;26089;26619;26813;27192;27536;27782;28006;28858	14661;14870;15104;15616;15900;16148;16436;16804;17169;17687;18017;18276;18632;19210;19648;20172;20593;21016;21445;22004;22305;22695;23034;23542;24024;24435;24931;25283;25616;25889;26534;26711;26977;27309;27649;27890;28351;28863	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5865	4915	2050
